User_ID,Country,Subscription_Plan,Monthly_Fee_USD,Join_Date,Last_Active,Movie_Title,Genre,Watch_Time_Minutes,Average_Rating,Device_Type,Customer_Support_Tickets,Review_Text,Payment_Method
U7501,Brazil,P,25.0,"Jun 26, 2018",2022-05-21,Inception,Sci-Fi,89,,iOS,482.0,,Credit Card
U7502,United Kingdom,Premium,12.99,01-31-2023,2018-01-25,interstellar,Romance,0,,android,845.0,¡Excelente película!,card
U7503,United States,P,,05-01-2021,"Feb 15, 2019",spider-man: no way home,Thriller,-50,-1.626793993112092,IOS,6.0,Amazing cinematography!,Debit Card
U7504,India,Basic,8.99,2023-09-13,2023-05-14,Interstellar,Dramma,-50,0.7,IOS,,spam spam spam spam spam,Debit Card
U7505,germny,standard,8.99,2023-07-04,"Aug 04, 2020",Parasite,Action,8909,,android,670.0,Slow pacing but great acting,CC
U7506,Brazil,P,,"Jun 21, 2022",01/11/2018,The Godfather,Romance,6757,,android,882.0,¡Excelente película!,PayPal
U7507,Canada,B,15.99,2023-07-07,14/01/2023,The Dark Knight,Action,347,,Smart TV,,Boring 😴,Credit Card
U7508,France,Basic,12.99,2020-08-20,26/06/2018,the godfather,Dramma,-50,1.3190377683606318,ANDRD,875.0,Slow pacing but great acting,PayPal
U7509,Germany,standard,,11-10-2019,"Oct 18, 2023",Dangal,Thriller,-50,2.4,Web,524.0,spam spam spam spam spam,
U7510,Brazil,Standard,8.99,10/07/2019,"Apr 09, 2019",Avengers: Endgame,"Action, Thriller",-50,,android,,¡Excelente película!,
U7511,india,Standard,-12.0,2018-01-08,11-25-2018,Interstellar,Comedy,-50,,Android,6.0,,
U7512,Japan,prem,,28/05/2020,"Apr 06, 2022",inception,Sci-Fi,-50,,iOS,,,Credit Card
U7513,United Kingdom,Standard,,2021-05-24,2023-12-21,parasite,Romance,45,3.246756228652984,Android,,Loved it! ❤️ Best movie ever!,Credit Card
U7514,India,Standard,8.99,"Dec 25, 2023",11/08/2020,inception,Drama,6930,3.716892038353726,Smart TV,,Slow pacing but great acting,PayPal
U7515,germny,standard,25.0,05-09-2019,,The Dark Knight,Drama,43,,android,,Amazing cinematography!,Debit Card
U7516,South Africa,Premium,8.99,2021-07-05,05/04/2023,frozen ii,Comedy,8563,0.4,android,,Amazing cinematography!,Credit Card
U7517,Canada,Premium,15.99,13/03/2020,01-25-2022,Avengers: Endgame,Sci-Fi,7246,2.2,Web,146.0,Loved it! ❤️ Best movie ever!,
U7518,Australia,Standard,25.0,13/08/2018,2018-11-12,dangal,Sci-Fi,-50,-1.4572749481810434,android,,Slow pacing but great acting,Credit Card
U7519,Australia,prem,25.0,2023-09-19,15/12/2018,Interstellar,Thriller,-50,2.2,ANDRD,2.0,spam spam spam spam spam,CC
U7520,Brazil,Premium,8.99,02-19-2020,2023-08-17,frozen ii,Dramma,19,3.334401179425707,Web,3.0,¡Excelente película!,Debit Card
U7521,australia,prem,8.99,08/01/2021,2021-05-10,Avengers: Endgame,Drama,8678,3.572310545818026,Smart TV,,,Credit Card
U7522,United States,Standard,12.99,08/03/2019,20/03/2022,Avengers: Endgame,Comedy,7374,,android,5.0,Slow pacing but great acting,Debit Card
U7523,germny,Standard,,12/12/2022,2021-09-24,Dangal,Thriller,-50,,android,672.0,,Credit Card
U7524,Australia,Standard,8.99,24/03/2019,14/08/2023,spider-man: no way home,Drama,150,4.175926675766218,iOS,,Boring 😴,card
U7525,U.K,Basic,12.99,2022-02-21,2020-04-27,spider-man: no way home,Comedy,3882,,Web,,¡Excelente película!,Debit Card
U7526,Brazil,Premium,8.99,2021-01-13,2022-09-24,Spider-Man: No Way Home,Dramma,5861,1.4,ANDRD,0.0,¡Excelente película!,CC
U7527,canada,Standard,,08-05-2023,2018-09-11,The Dark Knight,Thriller,-50,6.756384156349489,Smart TV,,¡Excelente película!,Credit Card
U7528,France,standard,25.0,10/03/2023,"May 01, 2022",Frozen II,Dramma,322,-0.4166847263146476,android,341.0,,Debit Card
U7529,Germany,standard,8.99,20/07/2019,08-15-2018,The Dark Knight,Dramma,427,,iOS,10.0,Amazing cinematography!,
U7530,Germany,P,8.99,"Jun 30, 2019",08-07-2019,inception,Thriller,2321,0.2,ANDRD,846.0,,PayPal
U7531,india,Standard,25.0,2023-11-22,10-08-2021,Inception,Sci-Fi,489,3.9,iOS,10.0,spam spam spam spam spam,
U7532,United Kingdom,Premium,-12.0,10/08/2019,2018-12-25,Parasite,Comedy,3261,0.5,Android,2.0,Boring 😴,CC
U7533,germny,standard,-12.0,11/06/2022,30/12/2020,Parasite,Thriller,399,1.1343564581236283,IOS,,Boring 😴,PayPal
U7534,South Africa,Standard,12.99,2019-01-21,09-09-2023,coco,Dramma,-50,,Web,954.0,Loved it! ❤️ Best movie ever!,Debit Card
U7535,Australia,standard,8.99,15/09/2022,2022-01-15,Dangal,Action,-50,2.9,Android,763.0,Loved it! ❤️ Best movie ever!,
U7536,Germany,Basic,12.99,05-08-2018,"Apr 23, 2023",the dark knight,"Action, Thriller",-50,4.3,Android,3.0,Slow pacing but great acting,PayPal
U7537,South Africa,standard,25.0,"Oct 23, 2022",06-29-2023,Inception,Romance,152,6.915965436887435,Web,,,
U7538,United States,Standard,,26/08/2022,2021-12-24,Frozen II,Thriller,7233,,Web,,Boring 😴,card
U7539,Brazil,B,25.0,15/06/2018,26/01/2018,the dark knight,Thriller,484,,Android,4.0,spam spam spam spam spam,PayPal
U7540,France,standard,-12.0,"Sep 18, 2018",03-20-2021,Spider-Man: No Way Home,Romance,-50,1.2,Smart TV,,Boring 😴,
U7541,Germany,Basic,-12.0,10-04-2018,"Sep 30, 2019",the godfather,Romance,435,4.9,Android,10.0,spam spam spam spam spam,Debit Card
U7542,canada,Standard,15.99,"May 29, 2022","Jul 03, 2022",interstellar,Drama,1390,4.4,IOS,,Slow pacing but great acting,
U7543,Canada,prem,25.0,"Jun 10, 2018","Mar 03, 2019",parasite,Sci-Fi,9920,2.9,IOS,692.0,spam spam spam spam spam,Debit Card
U7544,Canada,Basic,15.99,"Apr 05, 2022",05-03-2023,Parasite,Dramma,85,1.9069666565069685,Android,8.0,Amazing cinematography!,
U7545,India,B,-12.0,11-16-2020,"Sep 11, 2021",dangal,"Action, Thriller",408,,ANDRD,,Loved it! ❤️ Best movie ever!,CC
U7546,India,Standard,8.99,2021-01-27,01-24-2018,Coco,Action,369,1.1,android,457.0,Amazing cinematography!,PayPal
U7547,France,P,15.99,05-07-2019,"Apr 18, 2019",Coco,Sci-Fi,7482,5.816928874264109,Smart TV,4.0,spam spam spam spam spam,card
U7548,South Africa,Premium,15.99,2018-12-02,04/02/2018,Parasite,Dramma,3249,3.6,Web,867.0,¡Excelente película!,
U7549,U.K,prem,15.99,03-10-2019,2021-02-01,Spider-Man: No Way Home,Sci-Fi,-50,,IOS,,,card
U7550,frnace,B,8.99,12/12/2020,2019-06-02,Avengers: Endgame,Romance,2636,0.2,ANDRD,,¡Excelente película!,card
U7551,canada,P,25.0,09/12/2022,2022-02-22,Inception,"Action, Thriller",410,,Web,,spam spam spam spam spam,PayPal
U7552,Canada,Standard,,08-15-2021,"Oct 01, 2021",dangal,Drama,-50,2.6,android,10.0,Slow pacing but great acting,Debit Card
U7553,U.K,B,,25/02/2023,"Dec 27, 2023",Coco,Drama,2,1.427627075765038,ANDRD,9.0,¡Excelente película!,Debit Card
U7554,France,P,12.99,2018-03-02,"Dec 15, 2023",Parasite,"Action, Thriller",3314,3.3,Smart TV,,Slow pacing but great acting,CC
U7555,India,Premium,12.99,2023-08-27,08/12/2023,Inception,Dramma,395,-0.7638778171090483,ANDRD,1.0,Amazing cinematography!,card
U7556,germny,B,-12.0,"Nov 23, 2023",2021-11-24,Coco,"Action, Thriller",-50,,android,279.0,Boring 😴,CC
U7557,United States,P,8.99,07-10-2019,03-22-2018,dangal,Thriller,6484,0.0,Smart TV,5.0,¡Excelente película!,CC
,Australia,Premium,15.99,08-23-2023,09-06-2018,Inception,"Action, Thriller",152,3.4,IOS,7.0,¡Excelente película!,Credit Card
U7559,U.K,B,8.99,20/12/2019,03-10-2018,Spider-Man: No Way Home,Drama,419,,Android,0.0,Loved it! ❤️ Best movie ever!,CC
U7560,australia,prem,,09/03/2018,2023-08-29,Frozen II,Thriller,1085,6.494497027316303,Android,477.0,Amazing cinematography!,
U7561,Germany,standard,,"Oct 23, 2019",2023-02-14,The Godfather,Action,-50,2.9,Web,328.0,¡Excelente película!,PayPal
U7562,India,prem,8.99,"Jan 07, 2020",2022-02-22,dangal,Romance,1651,1.1,Android,,¡Excelente película!,Credit Card
U7563,Australia,Standard,25.0,06/03/2022,27/10/2021,frozen ii,Sci-Fi,408,4.2,iOS,951.0,Slow pacing but great acting,Debit Card
U7564,India,Premium,,04-15-2019,04-19-2019,coco,Drama,-50,2.9,Smart TV,538.0,Boring 😴,Credit Card
U7565,India,prem,,"Nov 20, 2019",10-09-2023,The Dark Knight,Action,480,,Smart TV,,Boring 😴,PayPal
U7566,United Stattes,B,15.99,26/08/2019,2019-06-27,frozen ii,Romance,-50,3.8697058337447645,iOS,4.0,¡Excelente película!,card
U7567,Japan,B,25.0,2018-10-10,2020-11-18,Avengers: Endgame,Comedy,-50,,Web,971.0,Boring 😴,CC
U7568,U.K,prem,8.99,27/12/2020,2019-03-24,frozen ii,Action,-50,2.298411162632389,IOS,3.0,Boring 😴,PayPal
U7569,canada,P,15.99,2021-03-22,29/11/2019,The Dark Knight,Dramma,126,4.9849178877298215,android,6.0,¡Excelente película!,PayPal
U7570,Australia,prem,25.0,"May 01, 2022",10-14-2019,interstellar,Comedy,97,6.14937291545049,Android,0.0,spam spam spam spam spam,
U7571,United Kingdom,B,,15/08/2020,05-12-2018,interstellar,Comedy,217,,IOS,252.0,Boring 😴,Credit Card
U7572,india,P,-12.0,"Sep 08, 2022",,Coco,"Action, Thriller",-50,,Smart TV,476.0,Amazing cinematography!,PayPal
U7573,France,prem,15.99,12-04-2022,10/04/2020,inception,Action,9461,,Smart TV,,,CC
U7574,canada,standard,-12.0,04/12/2022,20/04/2020,Interstellar,Drama,-50,6.938431632041967,Android,543.0,spam spam spam spam spam,
U7575,United States,standard,-12.0,"Mar 21, 2023",12/02/2018,Coco,Sci-Fi,11,0.815604386300353,Web,,spam spam spam spam spam,
U7576,United States,Basic,12.99,2023-03-25,11/01/2020,spider-man: no way home,Thriller,315,5.239343746356866,Smart TV,1.0,Loved it! ❤️ Best movie ever!,Credit Card
U7577,United Stattes,Premium,-12.0,09-16-2023,"Feb 19, 2022",Avengers: Endgame,Sci-Fi,6706,4.0,ANDRD,2.0,Boring 😴,CC
U7578,australia,Standard,25.0,2022-07-27,"Sep 13, 2021",inception,Drama,7003,1.3,ANDRD,2.0,Slow pacing but great acting,card
U7579,germny,Standard,12.99,14/12/2021,"Apr 29, 2021",the dark knight,Thriller,-50,,Smart TV,,Loved it! ❤️ Best movie ever!,CC
U7580,United Stattes,B,15.99,"May 18, 2021",01/09/2018,frozen ii,"Action, Thriller",-50,,IOS,,spam spam spam spam spam,
U7581,United States,Premium,-12.0,"Sep 19, 2021",05/04/2022,Spider-Man: No Way Home,Romance,-50,2.858927637222628,ANDRD,,Boring 😴,Credit Card
U7582,India,Basic,12.99,2021-03-19,04-05-2022,The Godfather,Drama,-50,,iOS,3.0,Boring 😴,CC
U7583,Canada,Basic,8.99,10/04/2022,2018-02-19,dangal,Sci-Fi,-50,4.4,Android,821.0,,PayPal
U7584,germny,Basic,,"Nov 29, 2020",2020-11-01,interstellar,Drama,138,1.4,Android,7.0,spam spam spam spam spam,card
U7585,Japan,Basic,8.99,"Aug 27, 2023",12-29-2021,Coco,"Action, Thriller",7160,3.9,Web,987.0,Boring 😴,CC
U7586,Australia,Premium,25.0,"Jan 20, 2019",,inception,"Action, Thriller",-50,3.0,Smart TV,,Boring 😴,Debit Card
U7587,United Stattes,Premium,15.99,"Apr 04, 2021",2019-04-20,the godfather,Comedy,426,4.5,Smart TV,603.0,¡Excelente película!,
U7588,United States,prem,12.99,11/10/2019,14/03/2020,spider-man: no way home,"Action, Thriller",92,0.12164945587849862,IOS,,Slow pacing but great acting,Debit Card
U7589,United States,Premium,,"Jan 18, 2019",16/03/2023,avengers: endgame,"Action, Thriller",252,,Android,2.0,,
U7590,australia,prem,8.99,22/05/2023,2020-07-16,Coco,Comedy,476,6.923441969544628,iOS,8.0,Amazing cinematography!,
,France,prem,-12.0,2022-05-15,"Sep 07, 2023",Parasite,Thriller,9028,,iOS,,spam spam spam spam spam,
U7592,australia,Basic,,26/08/2021,"Sep 16, 2020",parasite,Comedy,273,4.4,Android,5.0,Loved it! ❤️ Best movie ever!,CC
U7593,United Kingdom,P,15.99,2018-01-09,07-29-2018,Dangal,Drama,-50,-0.068965300728979,android,4.0,,Debit Card
U7594,France,prem,12.99,2018-12-16,2021-12-04,Coco,Thriller,5739,1.3,iOS,,,PayPal
U7595,India,Premium,25.0,2018-04-06,02/11/2021,the dark knight,"Action, Thriller",5756,,iOS,,Amazing cinematography!,Credit Card
U7596,australia,Premium,8.99,"May 29, 2023",2020-09-01,frozen ii,Dramma,-50,,android,2.0,Boring 😴,card
U7597,Germany,standard,25.0,2020-08-26,"Feb 03, 2022",The Godfather,Romance,-50,,Web,,Boring 😴,CC
U7598,Germany,P,25.0,25/10/2023,"Feb 19, 2022",Frozen II,Dramma,-50,2.2,ANDRD,6.0,¡Excelente película!,Debit Card
U7599,United Kingdom,Basic,8.99,01/08/2022,04-10-2019,parasite,Thriller,3463,4.9,Web,,Slow pacing but great acting,card
U7600,Canada,Basic,,05-07-2023,"Mar 10, 2019",interstellar,Thriller,-50,,ANDRD,,Amazing cinematography!,PayPal
U7601,France,B,12.99,"Oct 17, 2018",2022-01-31,spider-man: no way home,Sci-Fi,-50,1.2,Smart TV,,¡Excelente película!,card
U7602,U.K,standard,25.0,15/07/2018,10-03-2023,Parasite,Comedy,22,6.485514958089993,Web,3.0,spam spam spam spam spam,CC
U7603,India,Basic,12.99,22/01/2020,09-03-2020,Coco,Sci-Fi,-50,,Smart TV,938.0,Boring 😴,Debit Card
U7604,frnace,P,12.99,2021-07-25,2019-12-29,The Godfather,Romance,-50,3.2,ANDRD,455.0,spam spam spam spam spam,
U7605,germny,Premium,-12.0,2023-10-12,11/03/2019,Coco,Romance,-50,3.5360598032523143,Android,,Loved it! ❤️ Best movie ever!,PayPal
U7606,United Kingdom,Premium,-12.0,25/03/2020,2019-09-15,inception,Thriller,9030,1.3,Web,2.0,Amazing cinematography!,PayPal
U7607,U.K,Basic,12.99,07/09/2019,21/09/2022,coco,Action,7378,3.0670704788330623,Web,4.0,,CC
U7608,germny,standard,12.99,04-29-2023,01/09/2020,Frozen II,Comedy,500,1.5,Web,,Amazing cinematography!,PayPal
U7609,Australia,standard,8.99,04-07-2021,"Jan 22, 2020",the godfather,Dramma,95,,iOS,6.0,Slow pacing but great acting,card
U7610,Germany,Premium,-12.0,12-21-2020,17/08/2021,parasite,Romance,-50,0.9,ANDRD,439.0,Amazing cinematography!,Debit Card
U7611,Canada,prem,8.99,03-07-2021,2020-11-14,parasite,"Action, Thriller",6021,-1.7212812586769253,IOS,332.0,,CC
U7612,United States,prem,12.99,30/05/2023,"Aug 21, 2020",coco,Thriller,7707,4.322601390282177,Smart TV,,Amazing cinematography!,card
U7613,Brazil,Basic,8.99,"Dec 23, 2022",03-05-2023,coco,Action,-50,2.4658142391224063,IOS,465.0,spam spam spam spam spam,CC
U7614,United Stattes,Standard,8.99,12-17-2019,07-01-2023,the dark knight,"Action, Thriller",137,,Android,,Slow pacing but great acting,Credit Card
U7615,Brazil,P,,"Mar 03, 2021",12-26-2019,avengers: endgame,Romance,4857,3.055416966094267,android,957.0,,card
U7616,canada,prem,15.99,2023-02-26,15/01/2021,Dangal,Thriller,490,,Android,129.0,Amazing cinematography!,card
U7617,Canada,B,8.99,02-10-2023,"Mar 29, 2019",inception,Comedy,160,3.0,android,,Boring 😴,card
U7618,germny,standard,15.99,"Apr 08, 2018",2022-06-24,avengers: endgame,Romance,356,1.4415482320950757,Android,748.0,Amazing cinematography!,card
U7619,Canada,Standard,8.99,"May 25, 2022",,Spider-Man: No Way Home,"Action, Thriller",482,-1.5871213541919436,iOS,1.0,Amazing cinematography!,PayPal
U7620,Germany,P,8.99,01-15-2023,2022-10-12,inception,Thriller,332,1.3,IOS,,,CC
U7621,United Kingdom,Premium,25.0,2019-05-30,06-26-2023,frozen ii,Comedy,76,,android,545.0,Loved it! ❤️ Best movie ever!,
U7622,germny,P,,2022-03-20,2020-08-31,coco,"Action, Thriller",231,,Android,,Slow pacing but great acting,card
U7623,United States,Standard,-12.0,"Jun 14, 2020",03-29-2023,Coco,Thriller,256,,android,867.0,Boring 😴,Debit Card
U7624,australia,Basic,25.0,24/10/2022,,spider-man: no way home,"Action, Thriller",9403,,IOS,,Slow pacing but great acting,Debit Card
U7625,Brazil,Premium,12.99,"Feb 22, 2020",2020-07-01,the godfather,Action,-50,2.6890002639928854,Smart TV,675.0,Slow pacing but great acting,Debit Card
U7626,South Africa,Premium,,2022-03-20,"Aug 12, 2023",the dark knight,Comedy,9599,0.36588045272157377,iOS,,Loved it! ❤️ Best movie ever!,Credit Card
U7627,Japan,Basic,12.99,06-21-2019,,Coco,Thriller,4919,4.415326573027823,iOS,309.0,,Credit Card
U7628,canada,Premium,-12.0,2020-04-16,2023-12-28,Parasite,Sci-Fi,361,2.9,ANDRD,595.0,spam spam spam spam spam,card
U7629,India,Basic,-12.0,"Jul 10, 2023",20/10/2020,Interstellar,Dramma,-50,1.5,IOS,0.0,spam spam spam spam spam,CC
U7630,Australia,B,15.99,2018-04-30,28/03/2022,The Godfather,Sci-Fi,-50,2.403245261944199,android,,spam spam spam spam spam,Credit Card
U7631,Japan,Premium,25.0,2019-12-26,,Parasite,Thriller,121,,Smart TV,4.0,,card
U7632,South Africa,standard,12.99,2019-12-23,"Mar 20, 2019",Frozen II,"Action, Thriller",186,,ANDRD,197.0,¡Excelente película!,Credit Card
U7633,South Africa,P,12.99,"Oct 23, 2019",08-20-2022,spider-man: no way home,Sci-Fi,41,,IOS,244.0,Loved it! ❤️ Best movie ever!,PayPal
U7634,Australia,B,8.99,06-08-2020,,Spider-Man: No Way Home,Sci-Fi,420,4.6809505519843455,IOS,974.0,Boring 😴,PayPal
U7635,Germany,prem,25.0,04-03-2019,2023-09-21,the dark knight,Drama,201,-1.3334222421771935,Web,,Loved it! ❤️ Best movie ever!,
U7636,india,P,25.0,"Nov 15, 2022",10-05-2020,Spider-Man: No Way Home,Comedy,2,0.6,Android,747.0,Boring 😴,Debit Card
U7637,Australia,P,12.99,2018-11-04,"Jun 25, 2023",Inception,Romance,8949,,IOS,332.0,spam spam spam spam spam,CC
U7638,United Kingdom,standard,,"Dec 10, 2019",2018-10-21,spider-man: no way home,Romance,1823,,ANDRD,,¡Excelente película!,PayPal
U7639,U.K,prem,15.99,03/12/2019,09/12/2022,Spider-Man: No Way Home,Sci-Fi,-50,3.8336614810672405,IOS,484.0,Amazing cinematography!,Debit Card
U7640,United States,Premium,,2021-08-22,06/05/2019,interstellar,Sci-Fi,296,,iOS,,Boring 😴,PayPal
U7641,Australia,standard,15.99,29/03/2020,"Dec 19, 2018",inception,Dramma,2243,1.3,Web,135.0,spam spam spam spam spam,CC
U7642,United Stattes,standard,25.0,"Jul 22, 2021",,Dangal,Drama,-50,5.994695874753761,IOS,,,PayPal
U7643,Germany,B,-12.0,06-19-2019,05-15-2021,The Dark Knight,Thriller,6899,,ANDRD,959.0,,CC
U7644,France,Standard,25.0,05/04/2021,2021-11-16,coco,Comedy,483,4.4,android,695.0,Boring 😴,Credit Card
U7645,Brazil,Premium,25.0,19/06/2023,"Jan 19, 2023",the godfather,Sci-Fi,6683,6.250494856549391,IOS,9.0,spam spam spam spam spam,PayPal
U7646,United Kingdom,Basic,,01-23-2020,10-18-2021,The Dark Knight,Romance,98,0.4630021928606576,ANDRD,942.0,,Debit Card
U7647,Australia,B,12.99,2018-04-25,07/03/2023,Frozen II,Drama,-50,,Web,0.0,,CC
U7648,United States,Standard,25.0,11-19-2019,"Jul 06, 2022",Frozen II,Thriller,-50,2.8188488029944825,IOS,5.0,spam spam spam spam spam,PayPal
U7649,Brazil,standard,25.0,2019-06-28,30/06/2018,dangal,Romance,402,,ANDRD,497.0,spam spam spam spam spam,PayPal
U7650,South Africa,Basic,-12.0,06-26-2018,2021-11-14,interstellar,Drama,3178,4.9,Android,5.0,Loved it! ❤️ Best movie ever!,CC
U7651,australia,Basic,25.0,02/10/2020,13/06/2020,coco,Dramma,-50,,android,,Slow pacing but great acting,PayPal
U7652,germny,Standard,,2018-07-10,"Sep 28, 2021",coco,Action,-50,-1.7342950863998712,Android,,Amazing cinematography!,
U7653,Germany,standard,-12.0,2019-10-04,05-20-2023,parasite,Dramma,-50,,Web,,Amazing cinematography!,PayPal
U7654,U.K,Standard,,09-21-2019,"Jun 12, 2023",interstellar,Comedy,338,6.526551500868438,android,3.0,spam spam spam spam spam,
U7655,United States,standard,25.0,"May 27, 2023",06-26-2018,avengers: endgame,Action,-50,-1.1156174342959932,Web,747.0,¡Excelente película!,Credit Card
,France,Standard,8.99,"Sep 12, 2022",13/06/2018,frozen ii,Drama,6734,0.7517214861862476,android,0.0,¡Excelente película!,Credit Card
U7657,Germany,Standard,,26/03/2023,2021-10-02,spider-man: no way home,Comedy,145,3.771542619180874,ANDRD,914.0,¡Excelente película!,Debit Card
U7658,canada,standard,,17/04/2018,"Jun 22, 2020",dangal,"Action, Thriller",185,6.662240466880638,Android,,Amazing cinematography!,PayPal
U7659,india,B,25.0,"Feb 04, 2019",06-18-2019,Parasite,Sci-Fi,2686,3.6549844828444087,Android,480.0,Loved it! ❤️ Best movie ever!,card
U7660,United Stattes,P,12.99,11-26-2019,,the dark knight,Action,8031,1.603652363750883,iOS,9.0,¡Excelente película!,Debit Card
U7661,Canada,Premium,12.99,25/07/2018,"Apr 06, 2019",frozen ii,Sci-Fi,8947,,iOS,867.0,spam spam spam spam spam,CC
U7662,Japan,Basic,25.0,05-02-2023,06-05-2023,Spider-Man: No Way Home,Romance,3425,,android,1.0,spam spam spam spam spam,CC
U7663,Australia,P,,26/11/2018,"Sep 16, 2019",the dark knight,"Action, Thriller",1679,2.242951656281825,Web,,Boring 😴,Debit Card
U7664,germny,B,15.99,"Jun 18, 2023","Nov 15, 2022",Frozen II,Action,7655,6.464990826818655,android,10.0,spam spam spam spam spam,Credit Card
U7665,canada,P,12.99,2020-11-22,04-16-2019,Frozen II,Thriller,-50,2.3928655539765042,ANDRD,7.0,,Credit Card
U7666,United Kingdom,Standard,25.0,2021-05-26,"Nov 17, 2018",inception,"Action, Thriller",-50,,IOS,0.0,Boring 😴,card
U7667,australia,prem,-12.0,"Apr 09, 2022",2018-03-04,interstellar,Romance,7537,5.2072032248042905,iOS,,Boring 😴,card
U7668,South Africa,standard,8.99,02-13-2019,2021-08-29,the godfather,Thriller,-50,-0.2913492661800525,iOS,8.0,,CC
U7669,United States,prem,25.0,2021-08-29,,Parasite,Thriller,9,4.5,android,9.0,spam spam spam spam spam,Credit Card
U7670,Australia,standard,8.99,2019-09-21,,Dangal,Sci-Fi,6340,,IOS,8.0,Boring 😴,
U7671,Brazil,Basic,,09-15-2023,16/01/2021,frozen ii,"Action, Thriller",36,4.4,Smart TV,,Boring 😴,PayPal
U7672,india,Standard,-12.0,10-14-2022,"Jan 27, 2020",Avengers: Endgame,Action,7449,,iOS,,Slow pacing but great acting,
U7673,india,Basic,,10-19-2020,2021-07-13,Avengers: Endgame,Dramma,1114,,android,10.0,Slow pacing but great acting,Debit Card
U7674,india,Basic,25.0,01-09-2019,24/09/2021,spider-man: no way home,Action,4385,3.6,Web,5.0,Loved it! ❤️ Best movie ever!,
U7675,Canada,standard,12.99,06-10-2018,,frozen ii,Romance,497,4.9,android,463.0,Boring 😴,PayPal
U7676,U.K,Premium,,07-10-2022,04-28-2023,avengers: endgame,Romance,-50,3.724282515427652,Web,138.0,¡Excelente película!,Credit Card
U7677,India,standard,-12.0,22/11/2021,2019-08-31,spider-man: no way home,Action,4917,,Smart TV,,,card
U7678,Australia,B,15.99,2020-10-29,24/05/2022,spider-man: no way home,Romance,2963,6.183478640830748,IOS,,Amazing cinematography!,Debit Card
U7679,Canada,standard,-12.0,2019-02-11,08-02-2023,Frozen II,Dramma,-50,2.4,ANDRD,,,PayPal
U7680,Canada,Basic,12.99,03-07-2023,"Feb 23, 2019",Interstellar,Drama,-50,1.0,iOS,,,
U7681,Canada,prem,15.99,"Dec 17, 2019","Aug 01, 2022",The Godfather,Thriller,-50,,ANDRD,6.0,spam spam spam spam spam,CC
U7682,United Stattes,prem,-12.0,25/04/2023,2018-06-04,Frozen II,Drama,322,3.0,IOS,4.0,¡Excelente película!,
U7683,United Kingdom,Standard,12.99,07-25-2019,07/05/2018,Parasite,Drama,9977,1.0,iOS,4.0,Boring 😴,PayPal
U7684,Germany,Basic,12.99,04-20-2023,09-18-2019,Coco,Drama,381,0.3,Android,,spam spam spam spam spam,Debit Card
U7685,canada,standard,25.0,13/07/2018,"Feb 25, 2022",The Godfather,Sci-Fi,3996,2.370587291099941,Smart TV,,spam spam spam spam spam,
U7686,U.K,B,-12.0,12-17-2019,24/09/2019,Inception,Action,5002,6.96113297376575,IOS,8.0,spam spam spam spam spam,
U7687,South Africa,standard,8.99,2020-10-14,2023-06-14,Interstellar,Comedy,286,1.1335050614388638,Web,,Slow pacing but great acting,PayPal
U7688,canada,Standard,15.99,04/10/2019,"Oct 13, 2021",Parasite,Sci-Fi,414,1.5073590148551759,iOS,6.0,Slow pacing but great acting,
U7689,Brazil,P,25.0,30/04/2023,2022-03-03,Frozen II,Comedy,491,0.9,Smart TV,413.0,Boring 😴,Debit Card
U7690,germny,Basic,12.99,03-08-2022,"Dec 02, 2023",Dangal,Drama,4881,4.9,Android,6.0,Loved it! ❤️ Best movie ever!,
U7691,canada,Premium,25.0,03-15-2021,"Apr 05, 2021",dangal,Drama,-50,0.2,Android,,spam spam spam spam spam,PayPal
U7692,frnace,B,12.99,2021-07-13,2021-10-26,parasite,Romance,31,4.2,Smart TV,,spam spam spam spam spam,PayPal
U7693,canada,Premium,12.99,2020-10-09,05/04/2021,Spider-Man: No Way Home,"Action, Thriller",469,6.4768083420874785,Web,485.0,Loved it! ❤️ Best movie ever!,Credit Card
U7694,Australia,Premium,-12.0,01-30-2023,28/04/2022,Inception,Romance,5174,,ANDRD,10.0,¡Excelente película!,CC
U7695,France,Premium,25.0,06-27-2019,,Spider-Man: No Way Home,Comedy,2,3.958681362870326,Android,808.0,spam spam spam spam spam,
U7696,australia,Basic,15.99,"Oct 26, 2020","Apr 29, 2022",Coco,Drama,224,4.668253775082248,iOS,,Slow pacing but great acting,CC
U7697,U.K,B,,"Apr 07, 2023","Dec 08, 2022",The Dark Knight,Romance,-50,2.583249686811211,Smart TV,,Boring 😴,CC
U7698,India,Standard,12.99,01/09/2019,,Spider-Man: No Way Home,"Action, Thriller",-50,,Smart TV,,spam spam spam spam spam,CC
U7699,United States,B,8.99,"Mar 17, 2022",2020-08-27,Spider-Man: No Way Home,Thriller,3383,4.042187995902274,Smart TV,1.0,Boring 😴,card
U7700,frnace,Basic,12.99,10/06/2023,"Apr 24, 2018",Frozen II,Drama,-50,,ANDRD,,Boring 😴,card
U7701,frnace,Basic,25.0,"Feb 14, 2018","Feb 10, 2023",frozen ii,Dramma,3468,4.98920474594355,ANDRD,,Loved it! ❤️ Best movie ever!,Debit Card
U7702,Brazil,P,-12.0,2021-08-01,02-24-2021,avengers: endgame,Romance,166,,ANDRD,925.0,spam spam spam spam spam,CC
